Model,Year,Price,Additions,Previous Owners,Offered,Payment Method,Number of Passengers,Car Mileage,Engine Power,Glass,Transmission Type,Car License,Car Origin,Fuel Type,Car Color,Third Party,Comprehensive (Vehicle Body),Total Insurance
سكودا رابيد,2015,60000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",1,للبيع فقط,نقدا فقط,4+1,90000,1600,الكتروني,اوتوماتيك,فلسطينية,خصوصي,ديزل,أزرق,1340,1050,2390
فولكسفاجن بولو,2014,55000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, جنطات مغنيسيوم, وسادة حماية هوائية",يد أولى,للبيع فقط,نقدا فقط,4+1,130000,1200,الكتروني,عادي,فلسطينية,خصوصي,بنزين,أسود,1035,1000,2035
دايو لانوس,1999,23000,"جهاز إنذار, مسجل CD",يد تانيه,للبيع فقط,نقدا فقط,4+1,ماشيه 140 الف كم,1500,الكتروني,اوتوماتيك,فلسطينية,خصوصي,بنزين,أخضر,517,500,1017
هونداي سانتافيه,2010,65000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, فتحة سقف, وسادة حماية هوائية",4,للبيع فقط,نقدا فقط,6+1,295000,2200,الكتروني,اوتوماتيك,فلسطينية,خصوصي,ديزل,سكني,1690,1138,2828
اوبل كورسا,2008,37000,"مُكيّف, جهاز إنذار, مسجل CD",00,للبيع فقط,نقدا فقط,4+1,170000,1400,الكتروني,اوتوماتيك,فلسطينية,خصوصي,بنزين,كحلي,1035,1000,2035
كيا ريو,2016,55000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, فتحة سقف, جنطات مغنيسيوم, وسادة حماية هوائية",,للبيع فقط,إمكانية التقسيط,4+1,95000,1400,الكتروني,اوتوماتيك,فلسطينية,خصوصي,بنزين,أزرق,1035,1000,2035
هونداي جيتس,2009,30000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, فتحة سقف, جنطات مغنيسيوم, وسادة حماية هوائية",5,للبيع أو التبديل,نقدا فقط,,4000,1600,الكتروني,اوتوماتيك,فلسطينية,تأجير,بنزين,كحلي,1340,1000,2340
مرسيدس E270,2003,65000,"مُكيّف, إغلاق مركزي, مسجل CD, فتحة سقف, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",يد 3,للبيع فقط,إمكانية التقسيط,4+1,250000,3000,الكتروني,نصف اوتوماتيك,فلسطينية,خصوصي,ديزل,كحلي,1690,1138,2828
سكودا رابيد,2016,67000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",يد اولى,للبيع فقط,نقدا فقط,4+1,130,1400,الكتروني,اوتوماتيك,فلسطينية,خصوصي,بنزين,أبيض,1035,1173,2208
كيا سبورتاج,2013,75000,"مُكيّف, جهاز إنذار, مسجل CD, جنطات مغنيسيوم, فرش جلد",ثانية,للبيع فقط,نقدا فقط,4+1,92000,2000,الكتروني,اوتوماتيك,فلسطينية,خصوصي,ديزل,فضي,1340,1313,2653
ميتسوبيشي L200,1997,50000,مسجل CD,يد ثالثه,للبيع فقط,إمكانية التقسيط,4+1,,2000,يدوي,عادي,فلسطينية,حكومي,ديزل,كحلي,670,500,1170
هونداي 2019,2019,35200,جنطات مغنيسيوم,يد اولى,للبيع أو التبديل,نقدا فقط,7+1,7500,1600,الكتروني,عادي,فلسطينية,عمومي,ديزل,أحمر,1340,1000,2340
دايو ماتيز,1998,12500,"إغلاق مركزي, جهاز إنذار, مسجل CD, جنطات مغنيسيوم, وسادة حماية هوائية",8,للبيع فقط,نقدا فقط,4+1,123456,800,الكتروني,عادي,فلسطينية,خصوصي,بنزين,فيراني,467,500,967
اوبل كورسا,2002,26000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",3,للبيع أو التبديل,نقدا فقط,4+1,...............,1400,الكتروني,اوتوماتيك,فلسطينية,خصوصي,بنزين,كحلي,517,500,1017
فولكسفاجن جيتا,2008,67000,"مُكيّف, إغلاق مركزي, جهاز إنذار, جنطات مغنيسيوم, وسادة حماية هوائية",واحد,للبيع فقط,نقدا فقط,4+1,144000,1900,الكتروني,عادي,فلسطينية,خصوصي,ديزل,أبيض,1340,1173,2513
فورد فيستا,2013,34000,"مُكيّف, إغلاق مركزي, مسجل CD, فرش جلد, وسادة حماية هوائية",,للبيع أو التبديل,نقدا فقط,4+1,165000,1250,الكتروني,عادي,فلسطينية,تأجير,بنزين,كحلي,1035,1000,2035
مرسيدس E220,1996,28000,"إغلاق مركزي, مسجل CD, جنطات مغنيسيوم, فرش جلد",,للبيع فقط,نقدا فقط,,,2200,الكتروني,عادي,فلسطينية,خصوصي,ديزل,أسود ميتالك,845,500,1345
كيا ريو,2014,45000,,يد أولى,للبيع فقط,نقدا فقط,4+1,١١٣,1400,الكتروني,اوتوماتيك,فلسطينية,خصوصي,بنزين,فيراني,1035,1000,2035
كيا اوبتيما,2016,60000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, فتحة سقف, جنطات مغنيسيوم",يد ثانيه,للبيع أو التبديل,إمكانية التقسيط,4+1,٢٨٠ الف كيلو,1700,الكتروني,عادي,فلسطينية,عمومي,ديزل,أبيض عاجي,1340,1050,2390
كيا مورننغ,2015,42000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",,للبيع فقط,نقدا فقط,4+1,,1000,الكتروني,اوتوماتيك,فلسطينية,خصوصي,بنزين,رمادي,935,1000,1935
سكودا اوكتافيا,2013,70000,مُكيّف,٢,للبيع فقط,نقدا فقط,4+1,١٦٥٠٠٠,1400,الكتروني,اوتوماتيك,فلسطينية,خصوصي,بنزين,أسود,1035,1226,2260
سكودا اوكتافيا,2017,112000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, جنطات مغنيسيوم, وسادة حماية هوائية",مستورده,للبيع أو التبديل,إمكانية التقسيط,4+1,140000,2000,الكتروني,اوتوماتيك,فلسطينية,خصوصي,ديزل,سكني,1340,1961,3300
معرض السيارات,فلسطين,,,,,,,,,,,,,,,,,
فيات اوتوبيانكي,1986,8000,"إغلاق مركزي, جهاز إنذار, مسجل CD, جنطات مغنيسيوم, فرش جلد",14,للبيع فقط,إمكانية التقسيط,4+1,0000,900,يدوي,عادي,فلسطينية,خصوصي,بنزين,أحمر,467,500,967
دايو لانوس,2000,16000,"مُكيّف, جهاز إنذار, مسجل CD, جنطات مغنيسيوم",11,للبيع أو التبديل,نقدا فقط,4+1,0000000,1600,يدوي,عادي,فلسطينية,خصوصي,ديزل,أزرق,670,500,1170
ستروين  C4,2012,54000,"مُكيّف, إغلاق مركزي, مسجل CD, وسادة حماية هوائية",ثالثه,للبيع أو التبديل,نقدا فقط,4+1,,1600,الكتروني,نصف اوتوماتيك,فلسطينية,خصوصي,ديزل,أبيض,1340,1000,2340
سكودا اوكتافيا,2016,93000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",يد اولى,للبيع فقط,إمكانية التقسيط,4+1,69000,1400,الكتروني,اوتوماتيك,فلسطينية,خصوصي,بنزين,سكني,1035,1628,2663
معرض السيارات,فلسطين,,,,,,,,,,,,,,,,,
بيجو بارتنر,2008,45000,مسجل CD,,للبيع فقط,إمكانية التقسيط,4+1,,1600,الكتروني,اوتوماتيك,فلسطينية,خصوصي,ديزل,رصاصي,1340,1000,2340
هونداي جيتس,2007,32000,مُكيّف,6,للبيع فقط,إمكانية التقسيط,4+1,220000,1400,الكتروني,اوتوماتيك,فلسطينية,خصوصي,بنزين,ذهبي,1035,1000,2035
ستروين C-Elysee,2014,45000,,5,للبيع أو التبديل,إمكانية التقسيط,4+1,400000000,1600,الكتروني,عادي,فلسطينية,عمومي,ديزل,أبيض,1340,1000,2340
سكودا فابيا,2017,70000,"مُكيّف, جهاز إنذار, جنطات مغنيسيوم, وسادة حماية هوائية",يد اولى,للبيع فقط,إمكانية التقسيط,4+1,80000,1400,الكتروني,عادي,فلسطينية,خصوصي,بنزين,أبيض,1035,1226,2260
سكودا اوكتافيا,2014,88000,"مُكيّف, إغلاق مركزي, جهاز إنذار, جنطات مغنيسيوم, وسادة حماية هوائية",يد اولى,للتبديل فقط,إمكانية التقسيط,4+1,٢٠٠,1600,الكتروني,عادي,فلسطينية,خصوصي,ديزل,رمادي,1340,1541,2880
فولكسفاجن باسات,2005,38500,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, جنطات مغنيسيوم, وسادة حماية هوائية",يد ثالثه,للبيع أو التبديل,إمكانية التقسيط,4+1,00000,1900,الكتروني,اوتوماتيك,فلسطينية,خصوصي,ديزل,أزرق,1340,1000,2340
فولكسفاجن كرافيل,2009,75000,"مُكيّف, إغلاق مركزي, مسجل CD, فرش جلد",1,للبيع أو التبديل,إمكانية التقسيط,7+1,,2500,الكتروني,عادي,فلسطينية,خصوصي,ديزل,أبيض عاجي,1690,1313,3003
اوبل اسكونا,1983,9000,"مُكيّف, مسجل CD",,للبيع فقط,نقدا فقط,4+1,,1600,الكتروني,عادي,فلسطينية,خصوصي,بنزين,أزرق,670,500,1170
دراجة نارية Kawasaki ninja,2013,7000,,,للبيع فقط,نقدا فقط,1+1,0,250,يدوي,عادي,نمرة صفراء,خصوصي,بنزين,عدة الوان,935,1000,1935
بي ام دبليو 325,1997,58000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, فتحة سقف, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",,للبيع أو التبديل,إمكانية التقسيط,4+1,,3000,الكتروني,عادي,فلسطينية,خصوصي,بنزين,أسود,845,508,1352
بيجو Tepee,2016,75000,"مُكيّف, مسجل CD, وسادة حماية هوائية",لا يوجد,للبيع فقط,نقدا فقط,4+1,79000,1600,الكتروني,عادي,فلسطينية,خصوصي,ديزل,أبيض,1340,1313,2653
كيا ريو,2011,40000,"إغلاق مركزي, مسجل CD, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",,للبيع فقط,إمكانية التقسيط,3+1,,1500,الكتروني,عادي,فلسطينية,عمومي,ديزل,أبيض عاجي,1035,1000,2035
معرض السيارات,فلسطين,,,,,,,,,,,,,,,,,
فولكسفاجن ترانسبورتر,1998,27000,"مسجل CD, جنطات مغنيسيوم",3,للبيع أو التبديل,إمكانية التقسيط,4+1,75218,2400,يدوي,عادي,فلسطينية,عمومي,ديزل,أبيض,845,500,1345
معرض السيارات,فلسطين,,,,,,,,,,,,,,,,,
اوبل اسكونا,1982,10000,,,للبيع فقط,نقدا فقط,3+1,,1300,يدوي,عادي,فلسطينية,خصوصي,بنزين,ذهبي,517,500,1017
كيا برايد,2016,55000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",يد ثانيه,للبيع أو التبديل,نقدا فقط,4+1,75000,1400,الكتروني,اوتوماتيك,فلسطينية,خصوصي,بنزين,فضي,1035,1000,2035
هونداي افانتي,2007,32000,"مُكيّف, إغلاق مركزي, مسجل CD, وسادة حماية هوائية",يد ثانية,للبيع فقط,نقدا فقط,4+1,,1600,الكتروني,اوتوماتيك,فلسطينية,تدريب سياقة,بنزين,ذهبي,1340,1000,2340
فيات اونو,1987,7500,,,للبيع فقط,إمكانية التقسيط,,,1000,يدوي,عادي,فلسطينية,خصوصي,بنزين,أبيض,467,500,967
مرسيدس 200,2013,140000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, فتحة سقف, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",يد اولى,للبيع فقط,نقدا فقط,4+1,112 الف,1800,الكتروني,اوتوماتيك,فلسطينية,خصوصي,بنزين,أسود,1340,2451,3791
مرسيدس E200,2014,175000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, فتحة سقف, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",يد التالته,للبيع فقط,نقدا فقط,4+1,77000,2000,الكتروني,اوتوماتيك,فلسطينية,خصوصي,بنزين,أسود,1340,3063,4403
كيا سبورتاج,2017,104000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",1,للبيع أو التبديل,إمكانية التقسيط,4+1,50000,2000,الكتروني,اوتوماتيك,فلسطينية,خصوصي,ديزل,سكني,1340,1821,3160
هونداي فيرنا,2005,33000,"مُكيّف, إغلاق مركزي, مسجل CD, جنطات مغنيسيوم, وسادة حماية هوائية",يد ثانية,للبيع فقط,نقدا فقط,4+1,١٦٣,1500,الكتروني,اوتوماتيك,فلسطينية,خصوصي,بنزين,فضي,1035,1000,2035
فولكسفاجن جولف,2011,72000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, جنطات مغنيسيوم, وسادة حماية هوائية",,للبيع أو التبديل,إمكانية التقسيط,,,1400,الكتروني,عادي,فلسطينية,خصوصي,بنزين,أسود,1035,1261,2295
مرسيدس فيتو,1999,35000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, جنطات مغنيسيوم, وسادة حماية هوائية",04,للبيع فقط,إمكانية التقسيط,7+1,181000,2150,الكتروني,اوتوماتيك,فلسطينية,عمومي,ديزل,أبيض,845,500,1345
هونداي i30,2008,42000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, فتحة سقف, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",,للبيع فقط,نقدا فقط,4+1,150000,1600,الكتروني,اوتوماتيك,فلسطينية,خصوصي,بنزين,أسود ميتالك,1340,1000,2340
فولفو 88,1988,45000,مسجل CD,يد اربعه,للبيع أو التبديل,إمكانية التقسيط,2+1,7500,1800,الكتروني,عادي,فلسطينية,تجاري,ديزل,أبيض,670,500,1170
بيجو 306,2000,22000,"مُكيّف, إغلاق مركزي, مسجل CD",5,للبيع أو التبديل,إمكانية التقسيط,4+1,123456,1600,يدوي,اوتوماتيك,فلسطينية,خصوصي,بنزين,أسود,670,500,1170
هونداي تيراكان,2005,49000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, فتحة سقف, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",4,للبيع فقط,إمكانية التقسيط,4+1,300000,3000,الكتروني,اوتوماتيك,فلسطينية,تأجير,ديزل,أزرق,1690,1000,2690
